"","Rank","Track","Artist","Streams","Date"
"3477",77,"Cinta Dalam Hati","Ungu",51180,2021-05-06
"3478",78,"Hurts So Good","Astrid S",51060,2021-05-06
"3479",79,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",50845,2021-05-06
"3480",80,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",50169,2021-05-06
"3481",81,"Arcade","Duncan Laurence",49892,2021-05-06
"3482",82,"Resah Jadi Luka","Daun Jatuh",49642,2021-05-06
"3483",83,"Ku Dengannya Kau Dengan Dia","Afgan",49540,2021-05-06
"3484",84,"Runaway","AURORA",49136,2021-05-06
"3485",85,"Cuek","Rizky Febian",48237,2021-05-06
"3486",86,"bitterlove","Ardhito Pramono",47638,2021-05-06
"3487",87,"Sofia","Clairo",46633,2021-05-06
"3488",88,"Memories","Maroon 5",45976,2021-05-06
"3489",89,"Night Changes","One Direction",45906,2021-05-06
"3490",90,"I'm Missing You","Sunjae",42684,2021-05-06
"3491",91,"lowkey","NIKI",42450,2021-05-06
"3492",92,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",42373,2021-05-06
"3493",93,"When I Was Your Man","Bruno Mars",42229,2021-05-06
"3494",94,"Dan...","Sheila On 7",42063,2021-05-06
"3495",95,"double take","dhruv",41827,2021-05-06
"3496",96,"Best Part (feat. Daniel Caesar)","H.E.R.",41352,2021-05-06
"3497",97,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",41122,2021-05-06
"3498",98,"You make Me","DAY6",40561,2021-05-06
"3499",99,"Seandainya","Vierra",40160,2021-05-06
"3500",100,"2002","Anne-Marie",40153,2021-05-06
"3501",101,"Say You Won't Let Go","James Arthur",40056,2021-05-06
"3502",102,"Closure","Pamungkas",39945,2021-05-06
"3503",103,"Monokrom","Tulus",39881,2021-05-06
"3504",104,"La La Lost You - Acoustic Version","NIKI, 88rising",39802,2021-05-06
"3505",105,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",39410,2021-05-06
"3506",106,"Pluto Projector","Rex Orange County",39230,2021-05-06
"3507",107,"10,000 Hours (with Justin Bieber)","Dan + Shay",38988,2021-05-06
"3508",108,"Garis Terdepan","Fiersa Besari",38815,2021-05-06
"3509",109,"Best Friend","Rex Orange County",38700,2021-05-06
"3510",110,"Selamat (Selamat Tinggal)","Virgoun, Audy",38688,2021-05-06
"3511",111,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",38306,2021-05-06
"3512",112,"Psycho","Red Velvet",38252,2021-05-06
"3513",113,"Terlalu Cinta","Rossa",37957,2021-05-06
"3514",114,"telepatía","Kali Uchis",37924,2021-05-06
"3515",115,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",37777,2021-05-06
"3516",116,"Boy With Luv (feat. Halsey)","BTS",37234,2021-05-06
"3517",117,"Rindu Dalam Hati","Arsy Widianto, Brisia Jodie",37208,2021-05-06
"3518",118,"Manusia Bodoh","Ada Band",36540,2021-05-06
"3519",119,"Strawberries & Cigarettes","Troye Sivan",36524,2021-05-06
"3520",120,"I'm Always by Your Side","John Park",36445,2021-05-06
"3521",121,"Bicara (feat. Monita Tahalea)","TheOvertunes",36430,2021-05-06
"3522",122,"YOUTH","Troye Sivan",36399,2021-05-06
"3523",123,"Lovesick Girls","BLACKPINK",36241,2021-05-06
"3524",124,"Tanya Hati","Pasto",36130,2021-05-06
"3525",125,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",35878,2021-05-06
"3526",126,"Copines","Aya Nakamura",35740,2021-05-06
"3527",127,"Halu","FePutri",35441,2021-05-06
"3528",128,"Katakan Saja","Khifnu",35356,2021-05-06
"3529",129,"you broke me first","Tate McRae",35113,2021-05-06
"3530",130,"Tolong","Budi Doremi",35089,2021-05-06
"3531",131,"I Love You 3000","Stephanie Poetri",34708,2021-05-06
"3532",132,"Pelangi","Hivi!",34630,2021-05-06
"3533",133,"How You Like That","BLACKPINK",34487,2021-05-06
"3534",134,"Cloud 9","Beach Bunny",34460,2021-05-06
"3535",135,"Celengan Rindu","Fiersa Besari",33957,2021-05-06
"3536",136,"comethru","Jeremy Zucker",33811,2021-05-06
"3537",137,"I Like Me Better","Lauv",33753,2021-05-06
"3538",138,"Cinta Luar Biasa","Andmesh",33633,2021-05-06
"3539",139,"Lonely (with benny blanco)","Justin Bieber",33518,2021-05-06
"3540",140,"April","Fiersa Besari",33331,2021-05-06
"3541",141,"Sedang Sayang Sayangnya","Mawar de Jongh",33312,2021-05-06
"3542",142,"Please Don't Go","Mike Posner",32747,2021-05-06
"3543",143,"Rehat","Kunto Aji",32579,2021-05-06
"3544",144,"beside you","keshi",32469,2021-05-06
"3545",145,"Cinta Dan Rahasia","Yura Yunita, Glenn Fredly",32387,2021-05-06
"3546",146,"Location Unknown <U+25D0> (feat. BEKA) - Brooklyn Session","HONNE",32273,2021-05-06
"3547",147,"Jangan Rubah Takdirku","Andmesh",32052,2021-05-06
"3548",148,"LATHI (with Sara Fajira)","Weird Genius",31982,2021-05-06
"3549",149,"Kangen","Dewa",31783,2021-05-06
"3550",150,"eight(Prod.&Feat. SUGA of BTS)","IU",31478,2021-05-06
"3551",151,"Langit Abu-Abu","Tulus",31371,2021-05-06
"3552",152,"Bismillah Cinta","Ungu, Lesti",31289,2021-05-06
"3553",153,"Adaptasi","Tulus",31106,2021-05-06
"3554",154,"Kau Lagi","Celine & Nadya",30963,2021-05-06
"3555",155,"lovely (with Khalid)","Billie Eilish",30385,2021-05-06
"3556",156,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",30333,2021-05-06
"3557",157,"Intentions (feat. Quavo)","Justin Bieber",30259,2021-05-06
"3558",158,"Aku Yang Salah","Elmatu",30118,2021-05-06
"3559",159,"Januari","Glenn Fredly",30045,2021-05-06
"3560",160,"Fana Merah Jambu","Fourtwnty",29962,2021-05-06
"3561",161,"Somebody That I Used To Know","Gotye, Kimbra",29861,2021-05-06
"3562",162,"That's What I Like","Bruno Mars",29856,2021-05-06
"3563",163,"Ice Cream (with Selena Gomez)","BLACKPINK",29760,2021-05-06
"3564",164,"LILAC","IU",29623,2021-05-06
"3565",165,"Sorry","Pamungkas",29535,2021-05-06
"3566",166,"Remaja","Hivi!",29465,2021-05-06
"3567",167,"If the World Was Ending - feat. Julia Michaels","JP Saxe",29408,2021-05-06
"3568",168,"Luka Yang Kurindu","Mahen",29335,2021-05-06
"3569",169,"Mantra Cinta","Rizky Febian",29299,2021-05-06
"3570",170,"Good Days","SZA",29164,2021-05-06
"3571",171,"Tukar Jiwa","Tulus",29116,2021-05-06
"3572",172,"Perfect","Ed Sheeran",29060,2021-05-06
"3573",173,"Pamit","Tulus",29045,2021-05-06
"3574",174,"It's You","Ali Gatie",29029,2021-05-06
"3575",175,"Line Without a Hook","Ricky Montgomery",28939,2021-05-06
"3576",176,"Bad Liar","Anna Hamilton",28908,2021-05-06
"3577",177,"Too Good At Goodbyes","Sam Smith",28889,2021-05-06
"3578",178,"Seperti Kisah","Rizky Febian",28843,2021-05-06
"3579",179,"Sekali Ini Saja","Glenn Fredly",28820,2021-05-06
"3580",180,"Be Alright","Dean Lewis",28759,2021-05-06
"3581",181,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",28718,2021-05-06
"3582",182,"Yang Terdalam","Peterpan",28677,2021-05-06
"3583",183,"Kala Cinta Menggoda","Noah",28659,2021-05-06
"3584",184,"Bahaya","Arsy Widianto, Tiara Andini",28115,2021-05-06
"3585",185,"Film Favorit","Sheila On 7",28022,2021-05-06
"3586",186,"Hampa","Ari Lasso",27906,2021-05-06
"3587",187,"Anugerah Terindah Yang Pernah Kumiliki","Sheila On 7",27849,2021-05-06
"3588",188,"Fine","TAEYEON",27767,2021-05-06
"3589",189,"Rumpang","Nadin Amizah",27764,2021-05-06
"3590",190,"Fly Me to the Moon","The Macarons Project",27740,2021-05-06
"3591",191,"Levitating","Dua Lipa",27736,2021-05-06
"3592",192,"Unstoppable","Sia",27707,2021-05-06
"3593",193,"Closer","The Chainsmokers, Halsey",27609,2021-05-06
"3594",194,"Sorai","Nadin Amizah",27544,2021-05-06
"3595",195,"Lebih Dari Egoku","Mawar de Jongh",27483,2021-05-06
"3596",196,"Di Persimpangan Dilema","Terry",27479,2021-05-06
"3597",197,"Sunflower","Rex Orange County",27344,2021-05-06
"3598",198,"When You Love Someone","Endah N Rhesa",27343,2021-05-06
"3599",199,"cigarettes of ours","Ardhito Pramono",27328,2021-05-06
"3600",200,"thank u, next","Ariana Grande",27276,2021-05-06
"3601",1,"To the Bone","Pamungkas",241921,2021-05-13
"3602",2,"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",170500,2021-05-13
"3603",3,"Lantas","Juicy Luicy",144184,2021-05-13
"3604",4,"After School","Weeekly",134569,2021-05-13
"3605",5,"It Will Rain","Bruno Mars",128613,2021-05-13
"3606",6,"In the morning","ITZY",124860,2021-05-13
"3607",7,"Heartbreak Anniversary","Giveon",119922,2021-05-13
"3608",8,"Blue Jeans","GANGGA",114398,2021-05-13
